epoch,lr,time,loss
179,0.001,11:54:40,0.21516462059124655
180,0.001,11:54:46,0.2147026936645093
181,0.001,11:54:53,0.21542955999789032
182,0.001,11:55:00,0.21542193319486536
183,0.001,11:55:05,0.21475338547126108
184,0.001,11:55:12,0.2143307159776273
185,0.001,11:55:18,0.21428105623825736
186,0.001,11:55:25,0.21381690579911936
187,0.001,11:55:32,0.21321989660677704
188,0.001,11:55:38,0.21348397304182468
189,0.001,11:55:44,0.21230517910874408
190,0.001,11:55:50,0.21256656491238138
191,0.001,11:56:00,0.2118463432011397
192,0.001,11:56:07,0.21261583592580713
193,0.001,11:56:14,0.21169626000134842
194,0.001,11:56:21,0.2108199991609739
195,0.001,11:56:27,0.2115703328796055
196,0.001,11:56:34,0.21206844889599344
197,0.001,11:56:43,0.21090114764545276
198,0.001,11:56:49,0.21118410968262216
199,0.001,11:56:56,0.21573982225812
200,0.001,11:57:02,0.21204061547051306
201,0.001,11:57:08,0.2102792159370754
202,0.001,11:57:15,0.2095071051431739
203,0.001,11:57:22,0.2090819238320641
204,0.001,11:57:28,0.20987848224847214
205,0.001,11:57:35,0.20917943703091663
206,0.001,11:57:41,0.20907596142395682
207,0.001,11:57:48,0.2107386465953744
208,0.001,11:57:55,0.2095404591249383
209,0.001,11:58:03,0.2083841860294342
210,0.001,11:58:10,0.20813527444134589
211,0.001,11:58:16,0.20775150410507037
212,0.001,11:58:22,0.2079190449870151
213,0.001,11:58:28,0.20781870704630148
214,0.001,11:58:35,0.2079401521579079
215,0.001,11:58:43,0.20689977122389752
216,0.001,11:58:50,0.20630196579124616
217,0.001,11:58:57,0.2065302690734034
218,0.001,11:59:03,0.20779228599175162
219,0.001,11:59:09,0.2066197518421256
220,0.001,11:59:16,0.20597224002299103
221,0.001,11:59:22,0.20556348886178888
222,0.001,11:59:27,0.20564139796339947
223,0.001,11:59:34,0.20596584936846857
224,0.001,11:59:39,0.20501204742037732
225,0.001,11:59:46,0.20505461744640185
226,0.001,11:59:53,0.20657129715318265
227,0.001,11:59:59,0.20556775124176688
228,0.001,12:00:10,0.2045503511377003
229,0.001,12:00:16,0.20426571822684744
230,0.001,12:00:23,0.20529125954793848
231,0.001,12:00:31,0.2160539607638898
232,0.001,12:00:38,0.2119732933199924
233,0.001,12:00:45,0.20551520974739737
234,0.001,12:00:52,0.203826446896014
235,0.001,12:00:58,0.2032845862533735
236,0.001,12:01:05,0.203555382464243
237,0.001,12:01:12,0.20390758695809738
238,0.001,12:01:19,0.20380840612494427
239,0.001,12:01:25,0.20320322526537854
240,0.001,12:01:32,0.20353576152221017
241,0.001,12:01:39,0.20284793947053992
242,0.001,12:01:45,0.203192800283432
243,0.001,12:01:52,0.20300244378006976
244,0.001,12:01:58,0.20245619766090228
245,0.001,12:02:05,0.20246369618436563
246,0.001,12:02:13,0.2017240550207055
247,0.001,12:02:18,0.20239396522874417
248,0.001,12:02:25,0.2016498537167259
249,0.001,12:02:31,0.20126029265963513
250,0.001,12:02:38,0.2017160194075626
251,0.001,12:02:46,0.20143649370773978
252,0.001,12:02:52,0.20098786574342978
253,0.001,12:02:59,0.20301868280638818
254,0.001,12:03:06,0.203137016814688
255,0.001,12:03:12,0.2010531231113102
256,0.001,12:03:19,0.20133618103421252
257,0.001,12:03:25,0.2011609472658323
258,0.001,12:03:31,0.20093511239342068
259,0.001,12:03:38,0.2006190801444261
260,0.001,12:03:44,0.20047332929528278
261,0.001,12:03:50,0.2001525500546331
262,0.001,12:03:56,0.20003530707048334
263,0.001,12:04:03,0.19975942114125128
264,0.001,12:04:09,0.2004387696152148
265,0.001,12:04:19,0.20133652764817941
266,0.001,12:04:24,0.20090527119843857
267,0.001,12:04:30,0.1992660067651583
268,0.001,12:04:37,0.19944384499736453
269,0.001,12:04:43,0.1991721326890199
270,0.001,12:04:51,0.1992941323829734
271,0.001,12:04:58,0.19908806228119394
272,0.001,12:05:04,0.19931976691536282
273,0.001,12:05:11,0.19885974474575208
274,0.001,12:05:18,0.19894762531570767
275,0.001,12:05:24,0.19843851936900098
276,0.001,12:05:30,0.19897817982279736
277,0.001,12:05:37,0.19811371681482895
278,0.001,12:05:43,0.19729639784149502
279,0.001,12:05:50,0.19842434901258219
280,0.001,12:05:56,0.19775135815143585
281,0.001,12:06:02,0.19930133353108945
282,0.001,12:06:07,0.19954181170981863
283,0.001,12:06:15,0.1984096486931262
284,0.001,12:06:24,0.1980096347953962
285,0.001,12:06:29,0.19745494166146155
286,0.001,12:06:35,0.19949125725290048
287,0.001,12:06:41,0.19893314397853354
288,0.001,12:06:47,0.1977336769518645
289,0.001,12:06:56,0.1968900652035423
290,0.001,12:07:02,0.1966839866793674
291,0.001,12:07:08,0.19681004791156106
292,0.001,12:07:14,0.19685632767884628
293,0.001,12:07:20,0.19636208596436874
294,0.001,12:07:26,0.1963862815628881
295,0.001,12:07:32,0.1968697588080945
296,0.001,12:07:38,0.19669408189213794
297,0.001,12:07:45,0.19637964471526767
298,0.001,12:07:50,0.19588365697342416
299,0.001,12:07:56,0.19553306374860846
300,0.0001,12:08:02,0.1933919282063194
301,0.0001,12:08:08,0.19246414044628973
302,0.0001,12:08:14,0.19224619476691537
303,0.0001,12:08:27,0.19195319323436075
304,0.0001,12:08:34,0.19195878246556158
305,0.0001,12:08:41,0.19202821863734204
306,0.0001,12:08:50,0.19167380553224814
307,0.0001,12:08:56,0.1920942923297053
308,0.0001,12:09:03,0.19233411939247794
309,0.0001,12:09:10,0.19196444814619812
310,0.0001,12:09:17,0.19204926879509635
311,0.0001,12:09:23,0.1919953693514285
312,0.0001,12:09:29,0.19179473493410193
313,0.0001,12:09:36,0.19214096924533014
314,0.0001,12:09:41,0.19166476052740347
315,0.0001,12:09:48,0.19179425226605457
316,0.0001,12:09:56,0.19175161745237268
317,0.0001,12:10:02,0.19188905798870584
318,0.0001,12:10:07,0.19193387809007065
319,0.0001,12:10:13,0.19180247770703357
320,0.0001,12:10:20,0.19189160738302313
321,0.0001,12:10:30,0.19167537468930948
322,0.0001,12:10:36,0.1918291080257167
323,0.0001,12:10:44,0.1919001457483872
324,0.0001,12:10:49,0.19198724497919498
325,0.0001,12:10:56,0.19161054427209107
326,0.0001,12:11:03,0.19171735320402228
327,0.0001,12:11:10,0.19178808512895004
328,0.0001,12:11:16,0.19177034302898074
329,0.0001,12:11:23,0.1916170534880265
330,0.0001,12:11:30,0.19159092397793479
331,0.0001,12:11:36,0.1916942246582197
332,0.0001,12:11:43,0.19174804182156271
333,0.0001,12:11:49,0.1917930245399475
334,0.0001,12:11:56,0.19153652048629263
335,0.0001,12:12:02,0.19140886677348096
336,0.0001,12:12:07,0.1916534881228986
337,0.0001,12:12:14,0.19142663802789606
338,0.0001,12:12:20,0.19156920780306277
339,0.0001,12:12:26,0.19158466419448023
340,0.0001,12:12:34,0.19128038960954416
341,0.0001,12:12:39,0.19156471607477768
342,0.0001,12:12:45,0.19157297390958536
343,0.0001,12:12:51,0.1914078625647918
344,0.0001,12:12:57,0.19140340711759485
345,0.0001,12:13:03,0.1912755830132443
346,0.0001,12:13:09,0.1916147716667341
347,0.0001,12:13:15,0.19128782010596732
348,0.0001,12:13:21,0.19137149854846622
349,0.0001,12:13:28,0.19138953672802966
350,1e-05,12:13:33,0.19088523672974628
351,1e-05,12:13:40,0.19104835844558218
352,1e-05,12:13:46,0.19115793057109998
353,1e-05,12:13:52,0.1907751799925514
354,1e-05,12:14:00,0.1906276805245358
355,1e-05,12:14:06,0.19084052741527557
356,1e-05,12:14:12,0.19085181666457135
357,1e-05,12:14:19,0.19095663208028543
358,1e-05,12:14:25,0.19062218653119128
359,1e-05,12:14:34,0.19082990159159122
360,1e-05,12:14:40,0.19095097611779752
361,1e-05,12:14:47,0.19088006926619489
362,1e-05,12:14:53,0.19085659086704254
363,1e-05,12:14:59,0.19074508612570557
364,1e-05,12:15:05,0.19090441452420276
365,1e-05,12:15:12,0.19077475628127222
366,1e-05,12:15:21,0.19080975651741028
367,1e-05,12:15:27,0.19064345372759778
368,1e-05,12:15:33,0.19109006161275116
369,1e-05,12:15:40,0.19099563036275946
